test group,converted,total ads,most ads day,most ads hour
0,False,0.016667,5,0.818182
0,False,0.533333,2,0.5
0,False,0.0,5,0.818182
0,False,0.433333,6,0.772727
0,False,0.3,5,0.818182
0,False,0.466667,5,0.863636
0,False,0.75,6,0.545455
0,True,0.866667,1,0.818182
0,False,0.116667,0,0.272727
0,False,0.333333,5,0.818182
0,False,0.2,1,0.863636
0,False,0.033333,5,0.818182
0,False,0.633333,5,0.363636
1,False,0.7,2,0.272727
