x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
0.805752,0.721455,0.257699,0.39108,0.30778,0.893646,0.177385,0.356707,0.021171,0.628319,0.652557,0.479523,0.572829,0.902122,0.473738,0.691489
0.020008,0.843162,0.649109,0.4415,0.951945,0.555249,0.489753,0.199187,0.58655,0.644248,0.366843,0.197319,0.557423,0.0,0.062822,0.049645
0.389746,0.774153,0.637763,0.131222,0.227689,0.198895,0.777385,0.276423,0.491905,0.726254,0.631393,0.81385,0.816527,0.463837,0.0,0.546099
0.22426,0.834379,0.358995,0.275372,0.370137,1.0,0.768198,0.135163,0.511831,0.839528,0.666667,0.22338,0.791317,0.718493,0.198764,0.652482
0.690288,0.478043,0.581037,0.615385,0.237986,0.208564,0.106714,0.414634,0.379826,0.686726,0.426808,0.60685,0.542017,0.935903,0.094748,0.684397
0.117132,0.249686,0.58671,0.426632,0.815789,0.227901,0.337809,0.54878,0.242839,0.307375,0.463845,0.802681,0.467787,0.627111,0.623069,0.297872
0.704043,0.337516,0.30389,0.371041,0.243707,0.824586,0.824028,0.765244,0.960149,0.284366,0.961199,0.495905,0.270308,0.491988,0.723996,0.748227
0.450188,0.425345,0.67342,0.316742,0.327231,0.43232,0.525088,0.207317,0.209215,1.0,0.363316,0.580045,0.314426,0.192724,0.165808,0.141844
0.293039,0.393977,0.444084,0.24499,0.26087,0.578729,0.864311,0.386179,0.743462,0.423599,0.761905,1.0,0.721989,0.592464,0.587024,0.648936
0.654856,0.61606,0.208266,0.552036,0.338673,0.404696,0.401413,0.523374,0.50934,0.484366,0.472663,0.506329,0.454482,0.578605,0.584964,0.503546
0.489371,0.646173,0.337115,0.488041,0.478833,0.592541,0.435336,0.117886,0.391034,0.658997,0.527337,0.335071,0.762605,0.41793,0.508754,0.460993
0.730304,0.333752,0.606159,0.255333,0.584668,0.564917,0.517314,0.593496,0.694894,0.053687,0.784832,0.407297,0.19888,0.515375,0.913491,0.535461
0.388495,0.580928,0.897893,0.628313,0.290618,0.0,0.435336,0.265244,0.610212,0.483186,0.656085,0.885331,0.497899,0.449545,0.183316,0.411348
0.345561,0.826851,0.636953,0.232062,0.593822,0.473757,0.416961,0.408537,0.692403,0.342183,0.795414,0.431124,0.744398,0.584669,0.269825,0.361702
0.532305,0.247177,0.285251,0.765999,0.532609,0.69337,0.681272,0.754065,0.530511,0.746903,0.19224,0.795979,0.265406,0.705067,0.54171,0.932624
0.39308,0.732748,0.474068,0.595346,0.605835,0.436464,0.19788,0.261179,0.366127,0.686726,0.599647,0.7379,0.839636,0.548289,0.142122,0.631206
0.513964,0.356336,0.65235,0.180349,0.319222,0.350829,0.514488,0.468496,0.777086,0.189971,0.604938,0.796724,0.521709,0.65223,0.714727,0.468085
0.0,0.534504,0.705024,0.680026,0.717391,0.324586,0.24523,0.367886,0.391034,0.439528,0.883598,0.6828,0.60014,0.038545,0.299691,0.120567
0.455607,0.329987,0.726094,0.681965,0.248856,0.154696,0.377385,0.469512,0.063512,0.249558,0.215168,0.315711,0.618347,0.507579,0.465499,0.106383
0.334723,0.675031,0.47731,0.319328,0.549199,0.54558,0.513781,0.346545,0.387298,0.359882,0.557319,0.609829,0.179272,0.61152,0.727085,0.421986
0.178825,0.572146,0.471637,0.388494,0.495995,0.473757,0.573145,0.283537,0.366127,0.372861,0.380952,0.331348,0.768207,0.275877,0.584964,0.113475
0.812839,0.212045,0.793355,0.849386,0.33524,0.183702,0.644523,0.513211,0.780822,0.233038,0.363316,0.424423,0.560224,0.701169,0.558187,0.907801
0.909546,0.464241,0.269044,0.368455,0.259725,0.849448,0.865018,0.452236,0.692403,0.528614,0.479718,0.277736,0.403361,0.868774,0.989701,1.0
0.298041,0.159348,0.186386,0.063995,0.327231,0.640884,0.891873,0.436992,0.252802,0.260177,0.82716,0.3172,0.831232,0.430489,0.967044,0.177305
0.869529,0.61606,0.363857,0.168714,0.365561,0.553867,0.968905,0.323171,0.778331,0.298525,0.631393,0.357409,0.422269,0.677783,0.729145,0.755319
0.593581,0.420326,0.401945,0.387847,0.364416,0.502762,0.539929,0.646341,0.374844,0.425959,0.38448,0.815339,0.411064,0.409701,0.417096,0.414894
0.528137,0.510665,0.336305,0.471235,0.569222,0.433702,0.90106,0.337398,0.828144,0.504425,0.324515,0.451229,0.437675,0.521438,0.61483,0.609929
0.418925,0.478043,0.293355,0.476406,0.694508,0.407459,0.402827,0.46748,0.65878,0.467847,0.712522,0.104989,0.67507,0.501516,0.512873,0.464539
0.365986,0.23463,0.36953,0.52618,0.404462,0.671271,0.569611,0.689024,0.606476,0.582891,0.776014,0.363366,0.687675,0.737116,0.508754,0.702128
0.65569,0.312422,0.416532,0.312217,0.240847,0.414365,0.435336,0.66565,0.259029,0.503245,0.382716,0.605361,0.412465,0.297964,0.470649,0.198582
0.635265,0.421581,0.509724,0.411765,0.382723,0.33011,0.628269,0.277439,0.592777,0.323304,0.483245,0.625465,0.418768,0.526635,0.583934,0.503546
0.486453,0.446675,0.834684,0.606981,0.475973,0.451657,0.297527,0.409553,0.358655,0.496165,0.093474,0.281459,0.441877,0.34647,0.367662,0.219858
0.691538,0.747804,0.757699,0.183581,0.533753,0.754144,0.599293,0.162602,0.402242,0.656637,0.910053,0.397617,0.268207,0.485492,0.192585,0.553191
0.155898,0.609787,0.576985,0.609567,0.316362,0.392265,0.4,0.495935,0.83188,0.673746,0.679012,0.668652,0.351541,0.286704,0.185376,0.212766
0.556899,0.678795,0.306321,0.31351,0.279748,0.649171,0.877739,0.429878,0.808219,0.317994,0.589065,0.675354,0.641457,0.833694,0.61689,0.865248
0.533972,0.685069,0.427877,0.470588,0.405034,0.299724,0.573145,0.371951,0.693649,0.299705,0.40388,0.446761,0.448179,0.245128,0.407827,0.219858
0.487286,0.695107,0.487844,0.170006,0.477117,0.356354,0.74629,0.521341,0.34122,0.214159,0.61552,0.415488,0.543417,0.540927,0.455201,0.333333
0.611922,0.454203,0.527553,0.618617,0.43135,0.288674,0.4,0.668699,0.983811,0.107965,0.606702,0.217424,0.493697,0.42356,0.587024,0.425532
0.678616,0.580928,0.702593,0.843568,0.173913,0.399171,0.291166,0.410569,0.43462,0.318584,0.114638,0.22338,0.443277,0.807709,0.61483,0.549645
0.593997,0.250941,0.388169,0.215902,0.70595,0.581492,0.689753,0.710366,0.643836,0.044838,0.481481,0.239017,0.143557,0.258553,0.961895,0.301418
0.31138,0.092848,0.712318,0.174531,0.663616,0.216851,0.532862,0.439024,0.47198,0.470796,0.719577,0.553239,0.394958,0.468601,0.568486,0.312057
0.716549,0.228356,0.329822,0.33872,0.492563,0.421271,0.734982,0.544715,0.462017,0.235988,0.922399,0.792256,0.111345,0.669554,0.792997,0.687943
0.228012,0.460477,0.538898,0.757595,0.375858,0.337017,0.373145,0.634146,0.34122,0.371681,0.507937,0.35592,0.562325,0.604158,0.424305,0.397163
0.668612,0.579674,0.352512,0.658694,0.548627,0.959945,0.620495,0.328252,0.572852,0.503835,0.571429,0.192107,0.315826,0.590299,0.61586,0.673759
0.667778,0.254705,0.394652,0.900452,0.435355,0.146409,0.343463,0.770325,0.531756,0.353392,0.35097,0.527923,0.610644,0.751841,0.61174,0.72695
0.541059,0.61857,0.625608,0.384615,0.545767,0.414365,0.700353,0.215447,0.03736,0.278466,0.485009,0.684289,0.390056,0.550455,0.522142,0.485816
0.668612,0.422836,0.610211,0.460246,0.430778,0.856354,0.753357,0.441057,0.486924,0.186431,0.656085,0.384214,0.152661,0.745344,0.61689,0.670213
0.200083,0.398996,0.678282,0.070459,0.242563,0.30663,0.554064,0.20122,0.577833,0.863717,0.670194,0.392405,0.734594,0.57644,0.300721,0.255319
0.378074,0.12798,0.666937,0.259858,0.583524,0.139503,0.883392,0.910569,0.929016,0.166962,0.694885,0.495905,0.371148,0.152014,0.398558,0.333333
0.36015,0.493099,0.713938,0.232708,0.776888,0.240331,0.773145,0.236789,0.635118,0.822419,0.520282,0.77662,0.295518,0.47683,0.164779,0.691489
0.635265,0.411543,0.443274,0.236587,0.287757,0.482044,1.0,0.441057,0.466999,0.464897,0.451499,0.610573,0.979692,0.783456,0.717817,0.900709
0.774073,0.766625,0.511345,0.524887,0.529748,0.401934,0.433216,0.309959,0.259029,0.505605,0.555556,0.544304,0.415266,0.614119,0.160659,0.606383
0.56065,0.553325,0.772285,0.469942,0.78833,0.34116,0.769611,0.167683,0.952677,0.444838,0.283951,0.290395,0.247199,0.417497,0.453141,0.531915
0.553147,0.293601,0.679092,0.700065,0.19222,0.596685,0.14417,0.332317,0.449564,0.499115,0.358025,0.291139,0.729692,0.697705,0.38723,0.48227
0.285952,0.340025,0.335494,0.299935,0.701945,0.765193,0.696113,0.411585,0.718555,0.433628,0.559083,0.592703,0.572829,0.564314,0.732235,0.556738
0.501042,0.347553,0.183955,0.535876,0.661899,0.867403,0.388693,0.490854,0.433375,0.412979,0.382716,0.679077,0.378151,0.08835,0.884655,0.329787
0.51313,0.68256,0.031605,0.631545,0.76087,0.270718,0.557597,0.728659,0.84807,0.262537,0.451499,0.088608,0.672269,0.619749,0.532441,0.617021
0.496457,0.572146,0.299838,0.588235,0.677346,0.751381,0.595053,0.309959,0.574097,0.633628,0.673721,0.552494,0.483193,0.491122,0.594233,0.698582
0.790746,0.51192,0.371151,0.281189,0.517735,0.53453,0.514488,0.712398,0.464508,0.670206,0.560847,0.358898,0.483193,0.768731,0.54171,0.77305
0.689871,0.366374,0.448947,0.64318,0.419336,0.41989,0.072085,0.650407,0.480697,0.20236,0.758377,0.511541,0.856443,0.849718,0.836251,0.804965
0.545644,0.386449,0.458671,0.618617,0.537185,0.277624,0.416254,0.518293,0.281445,0.507375,0.081129,0.357409,0.422969,0.647033,0.38826,0.48227
0.315965,0.731493,0.461102,0.458306,0.656178,0.513812,0.773852,0.295732,0.733499,0.687906,0.329806,0.319434,0.62605,0.718493,0.216272,0.702128
0.450604,0.283563,0.291734,0.438268,0.898169,0.095304,0.50742,0.92378,0.559153,0.60118,0.409171,0.194341,0.065126,0.178865,0.194645,0.170213
0.556482,0.401506,0.612642,0.465417,0.388444,0.569061,0.729329,0.432927,0.597758,0.336283,0.0,0.415488,0.310224,0.547856,0.658084,0.496454
0.676115,0.691343,0.466775,0.629606,0.379291,0.606354,0.387986,0.029472,0.671233,0.658407,0.425044,0.58898,0.342437,0.557817,0.473738,0.670213
0.053772,0.262233,0.141815,0.337427,0.796339,0.30663,0.746996,0.815041,0.449564,0.454867,0.578483,0.18764,0.808824,0.481161,0.678682,0.304965
0.583576,0.555834,0.932739,0.274725,0.528604,0.325967,0.655124,0.317073,0.254047,0.258407,0.62963,0.280715,0.714286,0.656561,0.416066,0.570922
0.269696,0.331242,0.47731,1.0,0.806064,0.444751,0.178092,0.487805,0.466999,0.296755,0.80776,0.287416,0.5,0.146384,0.824923,0.329787
0.266778,0.654956,0.745543,0.438268,0.286613,0.310773,0.764664,0.379065,0.486924,0.370501,0.633157,0.834698,0.586134,0.415331,0.201854,0.375887
0.494789,0.326223,0.335494,0.637363,0.193364,0.422652,0.438163,0.644309,0.554172,0.451917,0.236332,0.620998,0.544118,0.820269,0.596292,0.585106
0.492705,0.396487,0.672609,0.31351,0.629291,0.484807,0.638869,0.574187,0.521793,0.473156,0.389771,0.412509,0.47409,0.420961,0.350154,0.460993
0.554815,0.454203,0.36953,0.464124,0.136156,0.895028,0.807067,0.319106,0.549191,0.733923,0.299824,0.507818,0.988095,0.778259,0.487127,0.868794
0.406003,0.565872,0.268233,0.676794,1.0,0.273481,0.310247,0.676829,0.5467,0.541593,0.428571,0.328369,0.364146,0.2945,0.410917,0.37234
0.624427,0.631117,0.340357,0.273432,0.3873,0.744475,0.513074,0.362805,0.407223,0.612979,0.324515,0.374535,0.296919,0.521005,0.363543,0.404255
0.4406,0.288582,0.797407,0.60181,0.688215,0.227901,0.431095,0.175813,0.023661,0.788791,0.492063,0.342517,0.495098,0.222607,0.209063,0.308511
0.638183,1.0,0.697731,0.578539,0.973112,0.223757,0.386572,0.277439,0.0,0.227139,0.05291,0.204021,0.20098,0.155912,0.201854,0.187943
0.761567,0.40527,0.393841,0.411765,0.042334,0.516575,0.874912,0.574187,0.534247,0.413569,0.486772,0.636634,0.491597,0.826765,0.61277,0.765957
0.539808,0.516939,0.571313,0.343245,0.307208,0.327348,0.603534,0.375,0.681196,0.501475,0.405644,0.405063,0.57493,0.746644,0.220391,0.524823
0.266778,0.429109,0.423015,0.678733,0.201373,0.881215,0.364664,0.73374,0.190535,0.067847,0.659612,0.398362,0.583333,0.603725,0.601442,0.230496
0.716965,0.560853,0.779579,0.317388,0.406178,0.243094,0.530035,0.161585,0.196762,0.679646,0.723104,0.340283,0.37465,0.447813,0.15036,0.432624
0.694456,0.262233,0.529173,0.305107,0.072654,0.305249,0.187986,0.706301,0.494396,0.20118,0.698413,0.260611,0.807423,0.242096,0.808445,0.166667
0.14506,0.68256,0.393841,0.398836,0.841533,0.83011,0.537102,0.595528,0.687422,0.633628,0.636684,0.556962,0.272409,0.285405,0.242019,0.379433
0.39308,0.396487,0.36872,0.35682,0.683638,0.33011,0.775972,0.594512,0.404732,0.239528,0.42328,0.217424,0.301821,0.492421,0.578785,0.248227
0.690704,0.450439,0.0,0.281836,0.276316,0.745856,0.701767,0.393293,0.738481,0.558112,0.714286,0.815339,0.20098,0.635773,0.852729,0.585106
0.451021,0.649937,0.178282,0.635423,0.661327,0.285912,0.383039,0.715447,0.302615,0.211209,0.305115,0.28965,0.459384,0.360762,0.685891,0.163121
0.45644,0.514429,0.019449,0.50097,0.493707,0.676796,0.493993,0.671748,0.354919,0.553392,0.516755,0.152643,0.630252,0.55825,0.432544,0.432624
0.260942,0.412798,0.505673,0.504848,0.681922,0.436464,0.383746,0.322154,0.325031,0.354572,0.594356,0.562919,0.460084,0.415764,0.677652,0.343972
0.298041,0.894605,0.295786,0.886878,0.55492,0.748619,0.535689,0.146341,0.995019,0.644248,0.005291,0.358898,0.656863,0.356864,0.38826,0.574468
0.438099,0.525721,0.753647,0.307692,0.733982,0.259669,0.69894,0.344512,0.579078,0.559882,0.779541,0.432614,0.348039,0.551321,0.326468,0.56383
0.247603,0.115433,0.708266,0.236587,0.481121,0.227901,0.512367,0.638211,0.50934,0.40118,0.564374,0.303797,0.857143,0.357731,0.623069,0.248227
0.36015,0.454203,0.764182,0.651584,0.524027,0.374309,0.40212,0.478659,0.542964,0.257817,0.440917,0.360387,0.632353,0.502382,0.378991,0.443262
0.325552,0.072773,0.387358,0.500323,0.121281,0.600829,0.783746,0.409553,0.514321,0.480826,0.229277,0.725987,0.966387,0.477696,1.0,0.602837
0.116715,0.480552,0.485413,0.696186,0.486842,0.674033,0.537809,0.442073,0.626401,0.650147,0.460317,0.482502,0.578431,0.539194,0.303811,0.411348
0.3193,0.378921,0.510535,0.235941,0.679062,0.461326,0.646643,0.579268,0.325031,0.20826,0.686067,0.222636,0.179272,0.092248,0.747683,0.0
0.684869,0.500627,0.396272,0.587589,0.381579,0.628453,0.578799,0.237805,0.43213,0.611799,0.837743,0.722264,0.567227,0.902988,0.578785,0.985816
0.556899,0.184442,0.324959,0.564318,0.573799,0.889503,0.295406,1.0,0.409714,0.505015,0.611993,0.665674,0.439076,0.475964,0.626159,0.765957
0.411421,0.422836,0.529984,0.488688,0.399314,0.560773,0.665018,0.357724,0.49066,0.546903,0.656085,0.419955,0.67507,0.5877,0.512873,0.553191
0.205502,0.267252,0.545381,0.553329,0.604691,0.345304,0.443816,0.299797,0.346202,0.716224,0.689594,0.714073,0.436275,0.588133,0.441813,0.421986
0.388078,0.345044,0.552674,0.202327,0.508581,0.581492,0.541343,0.644309,0.082192,0.255457,0.590829,0.40134,0.483193,0.160243,0.545829,0.039007
0.619842,0.294856,0.569692,0.337427,0.170481,0.457182,0.559717,0.182927,0.275218,0.389381,0.608466,0.170514,0.560224,0.239931,0.779609,0.134752
0.281367,0.587202,0.324959,0.391726,0.408467,0.714088,0.796466,0.473577,0.503113,0.80413,0.239859,0.565897,0.942577,0.949329,0.423275,0.897163
0.538558,0.361355,0.776337,0.114415,0.358696,0.535912,0.878445,0.381098,0.801993,0.356342,0.499118,0.787789,0.348739,0.802079,0.367662,0.755319
0.513547,0.340025,0.589951,0.446671,0.645881,0.368785,0.45583,0.656504,0.572852,0.513864,0.564374,0.269546,0.512605,0.413166,0.370752,0.478723
0.568153,0.558344,0.503241,0.364577,0.648741,0.404696,0.558304,0.567073,0.180573,0.60236,0.363316,0.30752,0.515406,0.783456,0.193615,0.567376
0.267612,0.115433,0.519449,0.687136,0.42849,0.461326,0.315901,0.897358,0.190535,0.363422,0.465608,0.530156,0.448179,0.498917,0.754892,0.283688
0.386411,0.011292,0.307131,0.387201,0.424485,0.627072,0.413428,0.910569,0.530511,0.220649,0.638448,0.366344,0.764706,0.778692,0.838311,0.560284
0.182576,0.302384,0.71637,0.33161,0.639016,0.179558,0.829682,0.642276,0.545455,0.302065,0.611993,0.575577,0.760504,0.501083,0.573635,0.535461
0.343476,0.368883,0.423015,0.069166,0.935355,0.588398,0.517314,0.64126,0.506849,0.39115,0.738977,0.533135,0.285714,0.55825,0.53965,0.51773
0.43143,0.303639,0.419773,0.287007,0.096682,0.290055,0.961837,0.861789,0.721046,0.184661,0.358025,0.67312,0.623249,0.628411,0.705458,0.489362
0.305127,0.664994,0.366288,0.308985,0.66476,0.720994,0.551237,0.425813,0.261519,0.507965,0.342152,0.361876,0.360644,0.579472,0.546859,0.333333
0.621092,0.602258,0.732577,0.505495,0.284325,0.368785,0.478445,0.218496,0.937733,0.326844,0.731922,0.589724,0.52591,0.603725,0.577755,0.652482
0.430179,0.74404,0.309562,0.625727,0.848398,0.296961,0.460071,0.496951,0.494396,0.508555,0.513228,0.259866,0.304622,0.349069,0.062822,0.301418
0.396415,0.696361,0.448136,0.303167,0.681922,0.610497,0.512367,0.093496,0.206725,0.19646,0.573192,0.495905,0.612045,0.767865,0.547889,0.446809
0.150479,0.578419,0.166937,0.351648,0.443364,0.756906,0.660777,0.763211,0.559153,0.415929,0.5097,0.482502,0.828431,0.352534,0.552008,0.340426
0.184243,0.5734,0.37034,0.371041,0.366705,0.610497,0.751237,0.382114,0.663761,0.447788,0.493827,0.824274,1.0,0.403638,0.575695,0.553191
0.6807,0.193225,0.410049,0.714932,0.306636,0.733425,0.414134,0.603659,0.476961,0.129204,0.59612,0.530156,0.484594,0.503248,0.909372,0.524823
0.749062,0.303639,0.053485,0.50808,0.231121,0.805249,0.478445,0.993902,0.368618,0.715634,0.425044,0.495905,0.52521,0.458207,0.434604,0.503546
0.689454,0.071518,0.56564,0.225598,0.301487,0.390884,0.838163,0.425813,0.534247,0.59646,0.276896,0.567386,0.278011,0.469034,0.513903,0.421986
0.545227,0.474279,0.672609,0.633484,0.366705,0.640884,0.636749,0.202236,0.579078,0.864307,0.883598,0.748325,0.64916,0.293634,0.234809,0.663121
0.40767,0.484316,0.243922,0.848739,0.440503,0.316298,0.582332,0.815041,0.542964,0.366962,0.458554,0.0,0.804622,0.592897,0.532441,0.560284
0.354731,0.741531,0.56564,0.392372,0.343822,0.444751,0.450883,0.0,0.510585,0.528614,0.717813,0.620998,0.584034,0.845388,0.452111,0.528369
0.776574,0.72271,0.531605,0.877828,0.356407,0.269337,0.323675,0.39939,0.405978,0.59764,0.276896,0.370812,0.462885,0.715461,0.173018,0.677305
0.442268,0.737767,0.218801,0.514544,0.927918,0.577348,0.583039,0.549797,0.440847,0.536873,0.479718,0.357409,0.364146,0.376353,0.630278,0.56383
0.491872,0.346299,1.0,0.356173,0.584096,0.133978,0.182332,0.438008,0.069738,0.0,0.516755,0.41102,0.352941,0.275444,0.621009,0.007092
0.400167,0.238394,0.376823,0.486749,0.545767,0.349448,0.59364,0.669715,0.519303,0.238938,0.541446,0.335071,0.40056,0.743179,0.874356,0.457447
0.404335,0.513174,0.1953,0.596639,0.275172,0.642265,0.141343,0.308943,0.32005,0.317404,0.440917,0.512286,0.722689,0.563447,0.880536,0.365248
0.478533,0.0,0.501621,0.371041,0.409611,0.44337,0.736396,0.530488,0.655044,0.309735,0.338624,0.239017,0.364146,0.09398,0.991761,0.010638
0.821175,0.313676,0.520259,0.744667,0.021167,0.781768,0.0,0.702236,0.498132,0.610619,0.652557,0.621742,0.418768,0.580338,0.415036,0.687943
0.533139,0.352572,0.861426,0.074984,0.421053,0.524862,0.543463,0.310976,0.777086,0.464897,0.559083,0.454952,0.70098,0.721524,0.244078,0.648936
0.45644,0.247177,0.529984,0.624434,0.440503,0.440608,0.485512,0.628049,0.757161,0.564602,0.626102,0.453462,0.82563,0.702036,0.544799,0.819149
0.507295,0.243413,0.380065,0.665158,0.689931,0.447514,0.4947,0.650407,0.718555,0.214159,0.373898,0.1035,0.394258,0.68861,0.872297,0.549645
0.274281,0.350063,0.452998,0.254686,0.301487,0.585635,0.408481,0.563008,0.525529,0.410029,0.663139,0.682055,0.679972,0.827631,0.707518,0.460993
0.333055,0.33877,0.611831,0.415643,0.553776,0.638122,0.643816,0.518293,0.524284,0.636578,0.363316,0.468354,0.765406,0.569078,0.299691,0.613475
0.530638,0.3601,0.811994,0.374273,0.598398,0.139503,0.448057,0.763211,0.590286,0.763422,0.626102,0.203276,0.532913,0.537895,0.098867,0.553191
0.500208,0.390213,0.464344,0.374273,0.570938,0.291436,0.666431,0.582317,0.582814,0.489086,0.386243,0.306776,0.873249,0.637072,0.470649,0.535461
0.54356,0.373902,0.702593,0.646412,0.444508,0.138122,0.19364,0.344512,0.333748,0.519174,0.488536,0.300074,0.759804,0.594197,0.371782,0.379433
0.813672,0.329987,0.374392,0.292178,0.006865,0.575967,0.540636,0.454268,0.631382,0.473746,0.631393,0.708116,0.665966,0.841057,0.820803,0.79078
0.701125,0.199498,0.472447,0.442793,0.326087,0.687845,0.493993,0.489837,0.405978,0.495575,0.474427,0.353686,0.504202,0.445214,0.778579,0.510638
0.483535,0.419072,0.730956,0.676147,0.374714,0.526243,0.650177,0.454268,0.750934,0.211799,0.389771,0.59866,0.357143,0.584236,0.433574,0.634752
0.305544,0.745295,0.166126,0.722689,0.781465,0.990331,0.867138,0.449187,0.589041,0.525664,0.181658,0.422189,0.360644,0.35903,0.292482,0.535461
0.338891,0.764115,0.055105,0.615385,0.553204,0.823204,0.566784,0.528455,0.275218,0.667847,0.597884,0.323157,0.513305,0.162408,0.354274,0.280142
0.505211,0.523212,0.614263,0.95863,0.641876,0.214088,0.361837,0.434959,0.334994,0.078466,0.155203,0.453462,0.27451,0.325682,0.609681,0.336879
0.655273,0.663739,0.481361,0.581771,0.399886,0.526243,0.423322,0.359756,0.570361,0.266667,0.527337,0.615041,0.47549,0.71243,0.750772,0.730496
0.995832,0.713927,0.580227,0.595346,0.262014,0.428177,0.35265,0.037602,0.439601,0.540413,0.379189,0.288161,0.139356,1.0,0.31102,0.673759
0.425594,0.589711,0.12966,0.501616,0.528032,0.788674,0.468551,0.497967,0.366127,0.619469,0.405644,0.444527,0.644258,0.206583,0.53553,0.393617
0.536057,0.343789,0.431118,0.25404,0.898169,0.979282,0.746996,0.739837,0.617684,0.39528,0.611993,0.39315,0.0,0.025552,0.580844,0.361702
0.408504,0.494354,0.583468,0.453782,0.856407,0.621547,0.5053,0.237805,0.455791,0.252507,0.550265,0.67312,0.232493,0.50628,0.734295,0.588652
