price,area,bedrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
0.447619,0.568312,0.666667,0.0,1,1,1,0,0,0.0,1,0
0.446667,0.361653,0.333333,0.0,1,1,1,0,0,0.0,0,1
0.438095,0.692997,0.666667,0.0,1,1,1,1,0,0.0,0,1
0.433333,0.493456,0.666667,0.5,1,0,0,0,1,0.0,0,1
0.429524,0.292767,0.666667,0.5,1,0,0,0,0,0.5,0,0
0.428571,0.329506,0.666667,0.5,1,0,1,0,1,0.0,0,1
0.428571,0.280712,0.666667,0.5,0,1,1,0,1,0.0,0,1
0.428571,0.283582,0.333333,0.0,1,0,1,0,0,0.5,0,1
0.428571,0.43054,1.0,0.5,1,0,0,0,0,0.0,0,1
0.428571,0.358209,0.666667,0.0,1,1,1,0,0,0.0,0,1
0.428571,0.533869,0.666667,0.0,1,0,0,0,1,1.0,0,1
0.428571,0.476464,0.333333,0.0,1,1,1,0,1,0.0,0,1
0.428571,0.154994,0.666667,0.5,1,0,1,0,1,0.0,0,1
0.428571,0.15155,0.666667,1.0,1,0,0,0,0,0.0,0,1
0.428571,0.58209,0.666667,0.0,1,0,0,0,0,0.0,0,2
0.428571,0.343972,0.666667,0.5,1,1,1,0,0,1.0,0,1
0.42381,0.309989,0.333333,0.0,1,0,1,0,0,0.0,0,2
0.419048,0.288175,0.666667,1.0,1,0,0,0,0,0.0,0,2
0.419048,0.504018,0.666667,0.0,1,0,0,0,0,1.0,1,1
0.419048,0.598393,0.666667,0.5,1,0,0,0,1,1.0,1,0
0.419048,0.363375,0.333333,0.0,1,0,0,0,1,0.0,1,1
0.414286,0.614237,0.666667,0.5,1,0,1,0,0,0.0,0,2
0.409524,0.862916,0.333333,0.0,1,0,1,0,1,1.0,0,1
0.409524,0.53628,0.666667,0.5,1,0,1,0,1,0.5,0,0
0.409524,0.986223,0.333333,0.0,1,0,0,0,1,1.0,1,2
0.4,0.499426,0.333333,0.0,1,0,1,0,1,0.5,0,0
0.4,0.227325,0.666667,0.5,1,0,0,0,0,1.0,0,1
0.4,0.43054,0.333333,0.5,1,0,0,0,0,0.0,1,1
0.4,0.306544,0.666667,0.0,1,0,0,0,0,0.0,1,1
0.395238,0.240528,0.666667,0.5,1,0,1,0,0,0.0,0,0
0.390476,0.288175,0.666667,0.0,1,1,1,0,1,0.0,0,2
0.390476,0.462687,0.666667,0.5,1,1,0,0,1,0.5,0,1
0.390476,0.140069,0.333333,0.5,1,1,1,0,0,0.0,1,1
0.390476,0.385763,0.666667,0.5,1,0,1,0,0,0.0,0,1
0.385714,0.269805,0.666667,0.5,1,0,0,0,0,0.5,0,0
0.385714,0.251435,0.666667,0.5,1,0,0,0,0,0.5,1,1
0.380952,0.24225,0.666667,0.0,1,0,0,0,0,1.0,0,1
0.380952,0.228473,0.666667,0.5,1,0,0,0,1,0.0,0,0
0.380952,0.10333,0.666667,0.5,1,0,1,0,0,0.0,0,0
0.380952,0.421355,0.666667,0.5,1,1,1,0,0,0.0,1,1
0.380952,0.425947,0.666667,0.5,1,0,0,0,0,1.0,1,2
0.380952,0.214696,0.666667,0.0,1,0,0,0,0,0.0,1,1
0.37619,0.213548,0.666667,1.0,1,0,0,0,0,0.0,0,1
0.37619,0.206659,0.666667,0.5,1,0,1,0,0,0.5,0,1
0.37619,0.942595,0.666667,0.0,1,0,0,0,0,0.0,0,1
0.37619,0.214696,0.333333,0.5,1,0,0,0,0,0.0,1,0
0.371429,0.328358,1.0,0.5,1,0,0,0,1,1.0,0,1
0.371429,0.486223,0.333333,0.0,1,0,0,0,1,0.5,0,2
0.371429,0.269805,0.666667,0.5,1,0,0,0,0,1.0,0,0
0.371429,0.75775,0.666667,0.0,1,0,0,0,0,0.0,0,0
0.371429,0.274397,0.666667,0.5,1,0,0,0,0,0.5,0,1
0.370476,0.540758,0.333333,0.0,1,0,1,0,1,0.5,0,0
0.370476,0.173594,0.666667,0.5,1,0,0,0,1,0.5,0,0
0.370476,0.213548,0.666667,0.5,1,0,0,0,0,0.0,0,1
0.366667,0.241102,0.333333,0.0,1,1,1,0,0,0.0,0,1
0.361905,0.266131,0.666667,0.5,0,0,0,0,0,0.0,0,1
0.361905,0.373134,0.333333,0.5,1,0,1,0,0,0.0,0,1
0.360952,0.141217,0.666667,0.5,1,0,0,0,0,0.0,1,1
0.360952,0.370838,0.666667,0.0,1,0,0,0,0,1.0,1,2
0.360952,0.375431,0.666667,0.5,1,0,0,0,0,0.5,0,1
0.358095,0.378875,1.0,0.5,1,0,0,0,1,0.0,0,1
0.357143,0.258324,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.352381,0.278416,0.666667,0.0,1,1,1,0,0,1.0,0,1
0.352381,0.2124,1.0,0.5,1,0,0,0,0,1.0,0,0
0.352381,0.551091,1.0,0.5,1,0,0,0,0,0.0,0,1
0.349524,0.273479,0.333333,0.0,1,0,1,0,0,0.0,0,0
0.347619,0.315729,0.333333,0.0,1,0,0,0,0,0.5,0,1
0.347619,1.0,0.333333,0.0,1,0,0,0,0,0.5,1,1
0.34381,0.200918,0.666667,0.5,1,0,1,0,0,1.0,1,1
0.342857,0.540758,0.333333,0.0,1,0,0,0,0,0.0,0,0
0.342857,0.540758,0.333333,0.5,1,0,0,0,0,0.0,0,2
0.342857,0.32721,0.333333,0.0,1,0,0,0,1,1.0,0,0
0.342857,0.060276,0.666667,0.5,0,1,1,0,1,0.0,0,2
0.342857,0.311137,1.0,0.5,1,0,0,0,0,0.0,0,0
0.342857,0.702641,0.333333,0.0,1,0,0,0,0,0.5,0,0
0.338095,0.574053,0.666667,0.5,1,1,0,0,0,0.0,0,1
0.338095,0.13054,0.666667,0.0,1,0,1,0,0,0.0,1,0
0.333333,0.442021,0.666667,0.5,1,0,0,0,1,0.0,0,2
0.333333,0.389208,0.666667,0.5,1,0,1,0,1,0.0,0,2
0.333333,0.482204,0.333333,0.0,1,1,1,0,0,1.0,0,1
0.333333,0.149598,0.666667,0.5,1,0,1,0,1,0.0,0,2
0.333333,0.316877,0.333333,0.0,0,0,0,0,0,0.5,0,2
0.333333,0.077497,0.666667,0.5,0,0,0,0,0,0.0,0,1
0.333333,0.476464,0.666667,0.0,1,0,0,1,0,1.0,0,1
0.333333,0.278875,0.666667,1.0,1,0,0,0,0,0.0,0,1
0.333333,0.214696,0.666667,0.5,1,0,0,0,0,0.0,1,1
0.333333,0.056831,0.666667,1.0,1,0,0,0,0,0.5,1,2
0.333333,0.32721,0.666667,0.0,1,0,1,0,0,0.0,0,0
0.332381,0.206659,0.666667,0.5,1,0,0,0,0,0.5,0,1
0.328571,0.366246,0.666667,0.5,1,0,0,0,0,0.5,0,1
0.328571,0.27899,0.666667,0.5,1,0,0,0,0,1.0,0,1
0.328571,0.275086,0.666667,0.5,1,0,1,0,0,0.5,0,1
0.32381,0.342365,1.0,0.5,1,0,0,0,1,0.0,0,1
0.32381,0.497704,0.666667,0.0,1,0,1,0,0,0.0,0,1
0.322857,0.506315,0.333333,0.0,1,0,1,0,0,0.5,0,1
0.319524,0.223881,0.666667,0.0,1,0,1,0,1,0.0,1,0
0.319048,0.274397,0.333333,0.5,1,0,0,0,0,0.5,0,1
0.319048,0.453502,0.333333,0.0,1,0,0,0,1,0.0,0,1
0.314286,0.30884,0.666667,0.0,1,0,0,0,0,0.0,0,1
0.314286,0.154994,1.0,1.0,1,0,1,0,1,1.0,0,1
0.314286,0.306544,0.666667,0.5,1,0,0,0,0,1.0,1,0
0.307143,0.32721,0.666667,0.5,0,0,1,0,1,0.0,0,1
0.307143,0.207807,1.0,0.5,1,0,0,0,1,0.0,0,1
0.304762,0.281286,1.0,0.0,0,0,1,0,0,0.0,0,2
0.304762,0.554535,0.666667,0.5,0,0,0,0,1,0.5,0,1
0.304762,0.265212,0.666667,0.5,1,0,0,0,0,0.0,0,0
0.304762,0.275545,0.333333,0.5,1,1,1,0,0,0.0,1,2
0.295238,0.442021,1.0,0.5,1,1,1,0,0,0.0,0,1
0.295238,0.154994,0.666667,0.5,1,0,0,0,0,0.0,0,1
0.295238,0.188289,0.333333,0.0,1,0,0,1,0,0.5,0,0
0.295238,0.24868,0.333333,0.0,1,0,1,0,1,1.0,0,0
0.295238,0.738232,0.666667,0.0,1,0,0,0,1,1.0,0,1
0.290476,0.244546,0.333333,0.5,1,1,1,0,0,0.0,0,1
0.285714,0.631688,0.666667,0.5,1,0,0,0,1,0.0,0,0
0.285714,0.27899,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.285714,0.252583,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.285714,0.041906,0.666667,0.5,1,0,1,0,0,0.0,1,1
0.285714,0.06039,0.333333,0.5,1,1,0,0,0,0.0,1,1
0.28381,0.195178,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.27619,0.363949,0.666667,0.5,1,0,0,0,0,0.0,0,1
0.27619,0.203215,0.333333,0.5,1,0,0,1,0,0.5,0,1
0.27619,0.223881,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.27619,0.479908,0.333333,0.0,1,0,0,0,0,1.0,0,2
0.27619,0.138462,0.666667,1.0,1,0,0,0,0,0.0,1,0
0.27619,0.774971,0.333333,0.0,1,0,0,0,0,0.5,0,0
0.275238,0.75775,0.666667,0.0,1,0,0,0,0,1.0,0,0
0.275238,0.6062,1.0,0.5,0,0,0,0,0,0.5,0,0
0.271429,0.210103,0.333333,0.0,1,0,0,0,0,0.0,1,1
0.266667,0.223881,0.666667,0.0,1,0,0,0,0,0.5,0,2
0.266667,0.274397,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.266667,0.501722,0.666667,0.0,1,0,0,0,0,0.0,0,1
0.266667,0.275545,0.333333,0.0,1,0,0,0,0,0.0,0,0
0.266667,0.222044,0.333333,0.0,1,0,0,1,0,0.0,0,1
0.265714,0.168772,0.666667,0.5,0,0,1,1,0,0.0,0,1
0.265714,0.43628,0.333333,0.0,1,0,0,0,0,0.0,0,0
0.261905,0.227325,0.333333,0.0,1,0,1,0,0,0.0,0,0
0.261905,0.227325,0.333333,0.0,1,0,0,0,1,0.0,0,2
0.261905,0.458094,0.333333,0.0,0,0,0,0,0,0.0,0,1
0.261905,0.223881,0.333333,0.0,1,0,0,0,0,0.0,0,0
0.257143,0.301952,0.333333,0.0,1,0,0,0,1,1.0,0,1
0.257143,0.220436,0.666667,0.5,1,0,1,0,0,0.0,0,1
0.257143,0.17566,0.666667,0.5,0,0,1,0,0,0.0,0,1
0.257143,0.154994,0.333333,0.5,1,0,0,0,1,0.0,0,0
0.257143,0.494834,0.666667,0.5,1,1,1,0,0,0.0,0,2
0.257143,0.071757,0.666667,1.0,1,0,0,1,1,0.0,1,1
0.25619,0.214696,0.666667,0.0,1,0,0,0,0,1.0,1,2
0.252381,0.32721,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.252381,0.269805,0.333333,0.0,1,0,0,0,0,0.0,1,1
0.247619,0.172216,0.666667,0.5,1,0,1,0,0,0.0,0,0
0.247619,0.32721,0.333333,0.0,0,0,0,0,0,0.0,0,0
0.247619,0.228473,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.242857,0.252583,0.666667,0.0,1,0,0,0,0,1.0,0,2
0.238095,0.297359,0.666667,0.5,1,0,0,0,1,0.0,0,1
0.238095,0.229621,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.238095,0.338691,1.0,0.5,1,0,0,0,0,0.0,0,1
0.238095,0.159127,0.666667,0.5,1,0,1,0,0,0.0,0,1
0.238095,0.268657,0.666667,0.5,1,0,0,0,0,0.0,0,1
0.238095,0.662916,0.666667,0.0,0,0,0,0,0,0.0,0,2
0.238095,0.210103,0.666667,0.0,0,0,0,0,1,0.0,0,2
0.238095,0.228473,0.333333,0.0,1,0,0,0,0,0.5,0,1
0.238095,0.487945,0.333333,0.0,1,0,0,0,0,0.5,0,0
0.238095,0.168772,0.666667,0.5,1,0,0,0,0,0.5,0,2
0.238095,0.65442,0.333333,0.0,1,0,0,0,0,0.5,0,1
0.238095,0.213777,0.333333,0.0,1,0,0,0,0,0.5,1,2
0.238095,0.485649,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.237143,0.373134,0.666667,0.5,0,0,0,0,0,0.0,0,2
0.233333,0.161883,0.666667,0.0,1,0,0,0,0,0.0,0,2
0.233333,0.421355,0.333333,0.0,1,0,0,0,0,0.5,1,2
0.233333,0.056831,0.666667,1.0,1,0,0,0,0,0.0,1,0
0.228571,0.269805,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.228571,0.176234,0.333333,0.0,1,0,0,0,0,1.0,0,2
0.228571,0.252583,0.666667,0.0,1,0,0,0,0,0.0,0,2
0.228571,0.056831,0.666667,1.0,1,0,0,0,0,0.0,1,0
0.228571,0.110218,0.666667,0.5,1,0,1,0,0,0.0,1,2
0.227619,0.274397,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.22381,0.359931,0.666667,0.5,1,1,1,0,1,0.5,0,0
0.22381,0.206659,0.666667,0.0,1,0,1,0,0,1.0,0,2
0.22381,0.228473,0.333333,0.0,1,0,0,0,0,0.0,0,0
0.219048,0.2124,1.0,0.5,1,0,0,0,1,1.0,0,2
0.219048,0.380023,1.0,1.0,0,0,0,0,0,0.0,0,1
0.219048,0.283582,0.333333,0.5,1,0,0,0,0,0.0,0,2
0.219048,0.355913,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.219048,0.237658,0.333333,0.0,0,0,0,0,1,0.0,0,2
0.219048,0.241102,0.666667,0.0,1,0,0,0,0,0.0,0,2
0.219048,0.166475,0.666667,0.5,0,0,1,0,0,0.0,0,1
0.219048,0.176234,0.333333,0.0,1,0,1,0,0,1.0,0,0
0.218095,0.120551,0.666667,0.0,0,0,0,0,0,0.0,0,0
0.215238,0.056831,0.666667,0.5,1,0,1,0,0,0.0,1,0
0.214286,0.274397,0.333333,0.0,1,0,0,0,0,0.5,0,2
0.214286,0.358783,1.0,0.5,1,0,0,0,0,0.0,0,2
0.209524,0.097589,0.333333,0.0,0,0,0,0,1,0.0,0,2
0.209524,0.17566,1.0,0.5,1,0,1,0,1,0.0,0,2
0.209524,0.506315,0.666667,0.0,1,1,1,0,0,0.0,0,0
0.209524,0.210103,1.0,0.5,0,0,0,0,0,0.5,0,1
0.209524,0.245924,1.0,0.5,1,0,0,0,0,0.0,0,1
0.209524,0.274397,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.209524,0.056831,0.666667,0.5,1,0,1,0,0,0.0,1,0
0.209524,0.485649,0.666667,0.0,1,0,0,0,0,0.5,0,2
0.204762,0.32721,0.333333,0.0,0,0,0,0,0,0.0,0,1
0.204762,0.261768,0.333333,0.0,0,0,0,0,0,0.0,0,2
0.201905,0.228473,1.0,0.5,1,0,1,0,0,0.0,0,2
0.2,0.312285,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.2,0.118714,0.333333,0.0,1,0,0,0,1,0.5,0,2
0.2,0.306544,0.666667,0.0,0,0,0,0,0,0.5,0,2
0.2,0.168772,0.666667,0.5,0,0,0,0,0,0.0,0,0
0.190476,0.206659,0.0,0.0,1,0,0,0,0,0.0,0,0
0.190476,0.2124,0.333333,0.0,0,0,1,0,0,0.0,0,1
0.190476,0.280712,0.333333,0.0,1,0,0,0,0,1.0,0,1
0.190476,0.0,0.666667,0.5,0,0,1,0,0,0.0,0,2
0.190476,0.206659,0.666667,0.5,1,0,1,0,0,0.0,0,1
0.190476,0.585534,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.190476,0.843858,0.666667,0.5,1,0,0,0,0,1.0,0,1
0.190476,0.162916,0.333333,0.0,1,0,0,0,0,0.5,0,2
0.189524,0.32721,0.666667,0.5,1,0,0,0,1,0.0,0,2
0.187619,0.441447,0.666667,0.0,1,0,1,0,0,0.0,0,2
0.186238,0.085878,0.666667,0.0,1,0,0,0,0,0.0,1,1
0.185714,0.154994,0.666667,0.0,0,0,0,0,1,0.0,0,2
0.185714,0.252583,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.185714,0.2124,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.181905,0.740528,0.333333,0.0,1,0,0,0,0,0.5,0,2
0.180952,0.380023,0.333333,0.0,1,0,1,0,1,0.0,0,2
0.180952,0.058553,0.666667,0.5,0,0,1,0,0,0.0,0,1
0.180952,0.165327,0.333333,0.0,1,1,1,0,0,0.0,0,2
0.180952,0.32721,0.333333,0.5,1,0,0,1,0,0.5,0,1
0.17619,0.246843,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.171429,0.165327,0.666667,0.5,0,0,0,0,0,0.0,0,1
0.171429,0.182549,0.666667,0.5,1,0,0,0,0,1.0,0,1
0.171429,0.136051,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.171429,0.338691,0.333333,0.0,1,0,0,0,0,0.0,0,0
0.171429,0.393341,0.666667,0.0,0,0,0,0,0,0.0,0,2
0.171429,0.241102,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.170476,0.734788,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.166667,0.310218,1.0,0.5,0,0,0,0,0,0.5,0,2
0.164762,0.154994,0.333333,0.5,1,0,0,0,0,0.0,0,1
0.161905,0.482204,0.666667,0.5,1,0,1,0,0,0.5,0,2
0.161905,0.380023,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.161905,0.223881,0.666667,0.5,0,0,0,0,0,0.5,0,2
0.161905,0.230769,1.0,0.5,0,0,0,0,0,0.0,0,2
0.161905,0.210103,0.666667,0.5,0,0,0,0,0,0.5,0,1
0.161905,0.120551,0.333333,0.0,0,0,0,0,0,0.0,0,0
0.161905,0.172216,0.666667,0.5,0,0,0,0,0,0.0,0,2
0.161905,0.570034,0.666667,0.5,1,0,0,0,0,0.0,0,1
0.152381,0.159587,0.333333,0.0,0,0,0,0,0,0.0,0,2
0.152381,0.227325,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.152381,0.499426,0.333333,0.0,1,0,0,0,0,0.0,0,1
0.152381,0.43054,1.0,0.5,1,0,0,0,0,0.0,0,2
0.15,0.407577,1.0,1.0,1,0,0,0,0,0.0,0,2
0.147619,0.189437,0.666667,0.5,0,0,0,0,0,0.5,0,1
0.147619,0.309989,0.666667,0.5,0,0,0,1,0,0.5,0,2
0.147619,0.113662,0.333333,0.0,0,0,0,0,0,0.5,0,0
0.142857,0.114811,0.666667,0.5,1,0,1,0,0,0.5,0,2
0.142857,0.265212,0.666667,0.0,1,0,0,0,0,0.0,0,0
0.133333,0.591274,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.133333,0.269805,0.666667,0.5,1,0,0,0,0,0.5,0,2
0.128571,0.269805,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.12381,0.262227,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.12381,0.040184,0.333333,0.5,1,0,0,0,0,0.0,0,1
0.12381,0.132032,0.666667,0.0,1,0,0,0,0,0.0,0,2
0.12381,0.089552,0.666667,0.0,0,0,0,0,0,0.0,0,2
0.12381,0.210103,0.333333,0.0,1,0,0,0,0,0.5,0,1
0.12381,0.269805,0.666667,0.0,1,0,0,0,0,0.0,0,1
0.122857,0.176234,0.333333,0.0,1,0,0,0,1,0.0,0,2
0.122857,0.269805,0.666667,0.5,1,0,0,0,1,0.0,0,2
0.11619,0.144661,0.333333,0.0,0,0,0,0,0,0.0,0,2
0.114286,0.223881,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.114286,0.315729,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.104762,0.141217,0.666667,0.0,0,0,0,0,0,0.0,0,2
0.104762,0.17566,0.666667,0.0,0,0,0,0,0,0.0,0,2
0.104762,0.154994,0.333333,0.5,1,0,0,0,0,0.0,0,0
0.1,0.315729,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.1,0.154994,0.666667,0.5,0,0,0,0,0,0.0,0,1
0.095238,0.179104,0.666667,0.5,1,0,1,0,0,0.0,0,2
0.095238,0.182549,0.333333,0.0,0,1,0,0,0,0.5,0,2
0.095238,0.154994,0.333333,0.0,1,0,0,0,0,0.5,0,2
0.095238,0.2124,0.333333,0.0,1,1,0,0,0,0.0,0,2
0.095238,0.366246,0.333333,0.5,1,0,0,0,0,0.0,0,2
0.095238,0.694604,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.089524,0.227899,0.333333,0.0,0,0,0,0,0,0.0,0,2
0.085714,0.094719,0.666667,0.5,1,0,0,0,0,0.0,0,0
0.085714,0.185304,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.080952,0.228473,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.07619,0.17566,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.071429,0.021355,0.333333,0.0,0,0,1,0,0,0.0,0,1
0.071429,0.266361,0.0,0.0,0,0,0,0,0,0.0,0,2
0.071429,0.266361,0.666667,0.5,1,0,1,0,0,0.0,0,2
0.066667,0.034443,0.666667,0.0,0,0,0,1,0,0.0,0,2
0.065714,0.419059,0.666667,0.0,0,0,0,0,1,0.0,1,2
0.052381,0.154994,0.333333,0.0,0,0,0,0,0,0.0,0,2
0.047619,0.086108,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.047619,0.154994,1.0,0.5,1,0,0,0,0,0.0,0,2
0.047619,0.196326,0.333333,0.0,1,0,0,0,0,0.5,0,2
0.019048,0.005741,0.666667,0.5,1,0,0,0,0,0.0,0,2
0.019048,0.229506,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.014286,0.153846,0.333333,0.0,0,0,0,0,0,0.5,0,2
0.009524,0.154994,0.333333,0.0,1,0,1,0,0,1.0,0,2
0.002333,0.086108,0.666667,0.0,0,0,0,0,0,0.0,0,1
0.0,0.226177,0.333333,0.0,1,0,0,0,0,0.0,0,2
0.0,0.144661,0.666667,0.0,0,0,0,0,0,0.0,0,0
0.0,0.252583,0.666667,0.5,1,0,0,0,0,0.0,0,2
